"icao_airline","tail_number","event_date","Total_impression_cnt","non_video_impression_cnt","clickable_impression_cnt","total_click_cnt","video_impression_cnt","total_skip_cnt","total_complete_cnt"
"P4N","P17411","2026-02-08","14061","13146","4458","23","915","31","884"
"P4N","P76504","2026-01-05","10567","9672","3671","31","895","24","873"
"P4N","P87507","2026-01-05","13364","12268","4914","36","1096","31","1069"
"P4N","P24508","2026-01-05","13574","11874","5246","52","1700","43","1664"
"P4N","P17294","2026-01-04","14089","12672","5588","79","1417","63","1417"
"P4N","P26215","2026-01-04","10525","9771","3977","22","754","32","732"
"P4N","P78506","2026-01-05","2584","2374","888","7","210","3","211"
"P4N","P2174N","2026-01-05","6780","6780","1243","0","0","0","0"
"P4N","P24555","2026-01-04","13138","11882","5095","37","1256","40","1218"
"P4N","P18220","2026-01-04","8864","7876","3373","38","988","29","969"
"P4N","P77552","2026-01-04","7597","6288","3290","27","1309","49","1279"
"P4N","P34551","2026-01-19","16237","14775","4808","29","1462","28","1434"
"P4N","P17407","2026-01-17","1034","1034","0","0","0","0","0"
"P4N","P12006","2026-02-05","9539","8470","4055","28","1069","37","1032"
"P4N","P38950","2026-01-20","14910","12960","5224","63","1950","45","1914"
"P4N","P27519","2026-01-03","1374","1336","1336","12","38","3","35"
"P4N","P17233","2026-01-12","15970","15011","3879","34","959","28","933"
"P4N","P4901U","2026-01-11","13042","12429","1952","26","613","21","598"
"P4N","P44550","2026-01-12","19243","17854","4732","39","1389","41","1349"
"P4N","P39463","2026-01-06","843","843","2","0","0","0","0"
"P4N","P38417","2026-01-11","18826","17544","4550","23","1282","35","1248"
"P4N","P36472","2026-01-11","11882","10856","3006","22","1026","25","1003"
"P4N","P6414N","2026-01-11","24020","24020","11755","55","0","3","7"
"P4N","P4964N","2026-01-11","7927","7426","1337","13","501","19","482"
"P4N","P57299","2026-01-06","11059","10176","2247","12","883","22","865"
"P4N","P8984N","2026-01-06","7443","6877","1593","13","566","20","549"
"P4N","P78511","2026-01-06","10505","9883","1992","19","622","27","601"
"P4N","P62894","2026-01-06","9409","8163","2651","31","1246","52","1200"
"P4N","P17359","2026-02-07","13663","12911","3344","42","752","20","732"
"P4N","P23983","2026-02-07","20522","18734","7393","71","1788","56","1741"
"P4N","P17428","2026-02-07","11769","11001","2782","21","768","22","746"
"P4N","P75429","2026-02-07","20060","18765","5443","48","1295","44","1253"
"P4N","P13018","2026-01-31","53879","49886","29138","154","3993","101","3912"
"P4N","P17316","2026-01-31","12544","11503","3158","28","1041","30","1015"
"P4N","P24519","2026-01-31","9067","7848","3043","27","1219","38","1182"
"P4N","P47533","2026-01-31","13613","12753","3573","15","860","19","844"
"P4N","P33103","2026-01-31","3500","3243","746","8","257","6","251"
"P4N","P24974","2026-01-31","32132","29782","17534","61","2350","61","2293"
"P4N","P24516","2026-01-31","10919","10316","2021","15","603","21","584"
"P4N","P27270","2026-01-31","7925","7091","2398","23","834","15","820"
"P4N","P17128","2026-01-31","20286","18744","7709","49","1542","37","1510"
"P4N","P27276","2026-01-31","16640","15192","4539","47","1448","46","1416"
"P4N","P13138","2026-01-07","10131","9087","4987","32","1044","46","1015"
"P4N","P2135U","2026-01-04","9226","7335","4429","48","1891","41","1859"
"P4N","P14529","2026-01-07","5620","4740","1936","18","880","24","860"
"P4N","P17285","2026-02-06","13415","12464","3231","48","951","33","919"
"P4N","P17312","2026-02-06","15936","15041","4074","24","895","26","869"
"P4N","P37551","2026-02-06","9894","9144","2757","15","750","22","729"
"P4N","P14545","2026-02-06","12268","11364","3761","18","904","13","891"
"P4N","P17327","2026-02-06","14080","13197","3597","22","883","21","862"
"P4N","P17550","2026-02-06","12201","11395","3761","26","806","21","785"
"P4N","P47343","2026-02-06","11529","10616","2837","15","913","24","889"
"P4N","P24211","2026-01-24","16902","15826","4064","27","1076","34","1048"
"P4N","P14539","2026-01-24","20796","18839","6007","47","1957","46","1920"
"P4N","P38467","2026-01-25","9133","8655","2227","22","478","12","470"
"P4N","P8314N","2026-01-25","7902","7495","1248","13","407","12","395"
"P4N","P77590","2026-01-25","3941","3523","888","8","418","8","412"
"P4N","P8984N","2026-01-27","10455","9650","1990","18","805","31","779"
"P4N","P27519","2026-01-27","1092","1051","1051","5","41","2","39"
"P4N","P78506","2026-01-27","12011","11312","2325","25","699","23","679"
"P4N","P45905","2026-01-26","12197","10847","4461","42","1350","18","1343"
"P4N","P24993","2026-01-27","15778","14271","5078","20","1507","33","1475"
"P4N","P36207","2026-01-10","11978","11155","3047","34","823","32","809"
"P4N","P26226","2026-01-10","11373","10435","2940","31","938","23","917"
"P4N","P34535","2026-01-10","15371","13902","3152","38","1469","39","1434"
"P4N","P33266","2026-01-10","17422","16294","4274","19","1128","34","1096"
"P4N","P74532","2026-01-10","13280","12151","3193","33","1129","22","1110"
"P4N","P77573","2026-01-10","9744","7832","3240","31","1912","63","1858"
"P4N","P47332","2026-01-10","16856","15237","4810","20","1619","45","1576"
"P4N","P68842","2026-01-10","18724","17090","4243","42","1634","59","1590"
"P4N","P17418","2026-01-08","382","341","341","3","41","3","38"
"P4N","P17363","2026-01-28","21156","19152","6001","69","2004","58","1954"
"P4N","P17279","2026-01-28","16100","14713","4147","29","1387","48","1346"
"P4N","P27261","2026-01-28","9445","8960","2164","27","485","11","474"
"P4N","P77012","2026-01-28","17296","15952","7533","29","1344","32","1321"
"P4N","P76532","2026-01-28","9512","8810","2321","25","702","17","692"
"P4N","P17126","2026-01-26","2332","2332","0","0","0","0","0"
"P4N","P17347","2026-01-28","13561","12612","3777","25","949","36","915"
"P4N","P17326","2026-01-28","2789","2419","937","6","370","11","359"
"P4N","P76514","2026-01-11","9487","9022","1380","20","465","17","451"
"P4N","P17139","2026-01-14","587","567","294","0","20","1","19"
"P4N","P6494N","2026-01-16","21629","21629","11056","40","0","0","3"
"P4N","P37353","2026-01-04","1064","712","645","6","352","7","347"
"P4N","P76517","2026-01-16","2015","1887","370","2","128","3","126"
"P4N","P14511","2026-01-21","146","146","0","0","0","0","0"
"P4N","P29124","2026-02-01","14263","13539","4250","29","724","14","712"
"P4N","P66848","2026-02-03","10357","9953","2552","12","404","9","395"
"P4N","P38458","2026-02-04","10898","10181","2737","12","717","18","699"
"P4N","P39463","2026-02-03","11850","11342","3012","15","508","9","499"
"P4N","P27273","2026-02-03","15719","14946","3219","30","773","34","740"
"P4N","P75433","2026-02-03","15324","14518","3574","20","806","21","785"
"P4N","P8234N","2026-02-03","9356","8981","1397","15","375","8","367"
"P4N","P29985","2026-02-04","14633","13710","4688","21","923","25","899"
"P4N","P57299","2026-02-03","14936","14148","3755","29","788","21","770"
"P4N","P4934N","2026-02-03","11722","11240","2250","21","482","19","463"
"P4N","P27290","2026-02-03","16824","15628","4580","54","1196","35","1162"
"P4N","P4984N","2026-01-17","15010","13756","3658","21","1254","45","1211"
"P4N","P37252","2026-01-17","11242","10229","3007","21","1013","40","980"
"P4N","P27903","2026-01-14","21903","20458","5317","31","1445","117","1334"
"P4N","P7974N","2026-01-15","17014","14752","5171","50","2262","50","2228"
"P4N","P57286","2026-01-17","8680","8068","1208","12","612","12","603"
"P4N","P37554","2026-01-16","15804","14728","3599","22","1076","30","1048"
"P4N","P17344","2026-01-16","15818","14777","3281","21","1041","26","1017"
"P4N","P8924N","2026-01-22","10452","9947","1207","12","505","16","491"
"P4N","P37415","2026-01-21","17705","16304","4731","31","1401","39","1369"
"P4N","P57286","2026-01-21","10000","9125","1534","25","875","18","861"
"P4N","P17315","2026-01-22","14284","13450","2603","20","834","20","819"
"P4N","P41135","2026-01-22","6511","6193","1099","6","318","7","312"
"P4N","P27252","2026-01-21","8865","8093","2266","22","772","16","762"
"P4N","P4804N","2026-01-22","10340","9773","1732","15","567","17","552"
"P4N","P17133","2026-01-22","4197","3882","819","12","315","9","309"
"P4N","P17355","2026-01-22","16905","15253","4858","49","1652","40","1621"
"P4N","P37562","2026-01-21","17627","15423","3564","57","2204","71","2143"
"P4N","P27997","2026-01-22","21276","19424","6183","51","1852","35","1830"
"P4N","P37538","2026-01-21","16616","15271","4285","52","1345","30","1320"
"P4N","P4984N","2026-01-21","17220","15947","4088","48","1273","33","1253"
"P4N","P24513","2026-01-21","22710","20792","5645","52","1918","55","1868"
"P4N","P77584","2026-01-01","9124","7357","4224","40","1767","48","1739"
"P4N","P17326","2026-01-01","12374","11336","4586","68","1038","42","1029"
"P4N","P17363","2026-01-01","12390","10787","5058","50","1603","78","1533"
"P4N","P26970","2026-01-01","12891","10191","5906","70","2700","61","2664"
"P4N","P17411","2026-01-14","15557","14522","3398","36","1035","27","1014"
"P4N","P17597","2026-01-15","13810","12390","3690","31","1420","48","1375"
"P4N","P77539","2026-01-15","14266","13376","3329","18","890","23","871"
"P4N","P78506","2026-02-03","11877","11302","2765","30","575","19","559"
"P4N","P17229","2026-02-03","17157","16298","3401","33","859","28","831"
"P4N","P27263","2026-02-03","19803","18822","4761","51","981","40","946"
"P4N","P37540","2026-02-02","12997","12189","3780","28","808","18","792"
"P4N","P17364","2026-02-02","16084","14624","5088","47","1460","40","1420"
"P4N","P44522","2026-02-02","16438","15275","4734","46","1163","26","1138"
"P4N","P77006","2026-01-31","23281","21013","7207","35","2268","50","2223"
"P4N","P12125","2026-02-02","15321","14138","5158","53","1183","59","1124"
"P4N","P4794N","2026-02-01","10182","9764","2424","10","418","13","405"
"P4N","P14118","2026-02-01","14736","13985","7086","12","751","22","729"
"P4N","P17128","2026-02-02","14873","14188","6924","27","685","11","674"
"P4N","P27901","2026-02-02","14984","13764","4809","45","1220","35","1189"
"P4N","P27256","2026-02-02","14588","13664","3021","25","924","25","900"
"P4N","P37549","2026-02-02","15648","14723","4606","27","925","31","894"
"P4N","P17408","2026-02-01","14682","13230","3857","42","1452","45","1414"
"P4N","P17963","2026-02-01","16093","13980","6043","88","2113","54","2064"
"P4N","P7984N","2026-01-31","17692","15981","5232","41","1711","39","1682"
"P4N","P76516","2026-02-01","11482","10682","2838","23","800","23","778"
"P4N","P14230","2026-02-01","13181","12462","2642","41","719","27","693"
"P4N","P14106","2026-02-02","12793","11993","6668","21","800","25","775"
"P4N","P36272","2026-01-20","12752","11996","3008","18","756","28","731"
"P4N","P27546","2026-01-20","7005","7005","2497","20","0","0","0"
"P4N","P35204","2026-01-19","13371","12168","3414","26","1203","30","1176"
"P4N","P8194N","2026-01-20","10867","10392","1687","20","475","11","467"
"P4N","P27283","2026-01-19","22095","20492","6089","67","1603","39","1581"
"P4N","P77430","2026-01-20","13274","12293","3389","39","981","13","971"
"P4N","P14521","2026-01-19","19016","17521","5024","31","1495","28","1470"
"P4N","P37253","2026-01-19","8471","7814","1875","14","657","6","653"
"P4N","P77575","2026-01-13","16455","15639","3432","20","816","29","793"
"P4N","P27258","2026-01-13","8994","7260","3026","27","1734","50","1688"
"P4N","P44501","2026-01-12","19070","17856","4248","30","1214","26","1189"
"P4N","P29985","2026-01-13","23837","20790","8230","85","3047","86","2976"
"P4N","P7984N","2026-01-12","31730","28526","11955","98","3204","75","3135"
"P4N","P17593","2026-01-12","19970","18028","4961","34","1942","49","1898"
"P4N","P78001","2026-01-12","12966","11636","3630","24","1330","25","1308"
"P4N","P14515","2026-01-13","12378","11534","2996","13","844","19","826"
"P4N","P67134","2026-01-09","22983","19972","13287","73","3011","77","2965"
"P4N","P38955","2026-01-08","11937","9760","4972","71","2177","71","2133"
"P4N","P8994N","2026-01-08","11730","11371","1754","17","359","16","347"
"P4N","P4794N","2026-01-08","847","847","0","0","0","0","0"
"P4N","P17339","2026-01-09","13484","12333","2900","29","1151","30","1128"
"P4N","P76516","2026-01-08","11849","11141","1825","12","708","19","691"
"P4N","P37468","2026-01-09","10685","9986","2327","10","699","19","681"
"P4N","P4784N","2026-01-09","4335","4113","554","5","222","9","214"
"P4N","P13227","2026-01-09","11366","10588","2647","24","778","23","757"
"P4N","P8894N","2026-02-03","9570","9037","1812","8","533","16","517"
"P4N","P26232","2026-02-03","16271","15546","3754","31","725","16","709"
"P4N","P54241","2026-01-17","1660","1660","0","0","0","0","0"
"P4N","P6484N","2026-01-19","25953","25953","11502","40","0","2","7"
"P4N","P2645U","2026-01-09","25890","23551","7394","55","2339","51","2299"
"P4N","P37307","2026-02-01","13074","12405","2498","27","669","29","643"
"P4N","P34562","2026-02-01","14802","13889","3902","30","913","35","878"
"P4N","P37263","2026-02-01","12814","11816","3012","27","998","29","969"
"P4N","P78017","2026-01-18","22105","19830","6623","52","2275","47","2236"
"P4N","P26966","2026-01-02","18785","16555","7860","61","2230","63","2176"
"P4N","P24993","2026-01-02","14799","12937","5566","34","1862","59","1809"
"P4N","P27273","2026-01-02","8700","8025","2743","18","675","17","670"
"P4N","P37561","2026-01-02","8242","7621","2662","20","621","17","620"
"P4N","P77571","2026-01-02","12067","10523","4646","51","1544","42","1510"
"P4N","P66848","2026-01-02","9989","8824","3975","60","1165","59","1137"
"P4N","P8214N","2026-01-30","8017","7340","1951","13","677","29","648"
"P4N","P73278","2026-01-30","16407","15355","3723","43","1052","34","1023"
"P4N","P17411","2026-01-29","20068","18244","5098","34","1824","61","1769"
"P4N","P47414","2026-01-30","17139","16156","3944","33","983","30","953"
"P4N","P6484N","2026-01-29","27619","27619","10310","79","0","5","12"
"P4N","P78002","2026-01-28","21482","19993","5870","32","1489","30","1472"
"P4N","P37553","2026-01-29","12150","11402","2689","20","748","24","726"
"P4N","P12003","2026-01-30","18122","16572","3915","51","1550","45","1520"
"P4N","P47284","2026-01-30","14732","13764","2834","31","968","24","948"
"P4N","P39418","2026-01-30","18553","17357","4049","45","1196","36","1168"
"P4N","P47412","2026-01-18","24240","22478","6856","51","1762","46","1723"
"P4N","P37577","2026-01-18","21793","19985","5367","50","1808","57","1755"
"P4N","P2639U","2026-01-17","20326","18838","7725","33","1488","28","1462"
"P4N","P18243","2026-01-18","14469","13512","2753","28","957","28","934"
"P4N","P20904","2026-01-18","19353","16971","6710","52","2382","53","2335"
"P4N","P22992","2026-01-03","10068","7854","5618","40","2214","47","2178"
"P4N","P87507","2026-01-03","9215","8485","3497","24","730","29","715"
"P4N","P77571","2026-01-03","3883","3811","823","6","72","1","71"
"P4N","P8984N","2026-01-03","7295","6774","2690","25","521","23","509"
"P4N","P17017","2026-02-05","33044","31184","9485","73","1860","41","1830"
"P4N","P14521","2026-02-05","18020","16856","4812","60","1164","26","1138"
"P4N","P17411","2026-02-05","18450","17186","5464","52","1264","46","1218"
"P4N","P4884N","2026-02-04","17536","16883","2675","35","653","22","632"
"P4N","P2243U","2026-02-04","27254","25446","7779","96","1808","76","1744"
"P4N","P8264N","2026-02-05","12194","11490","2743","25","704","13","691"
"P4N","P17104","2026-02-05","10585","9988","2703","17","597","15","582"
"P4N","P38454","2026-02-05","5937","5520","1424","15","417","13","404"
"P4N","P37542","2026-02-05","9178","8516","1889","26","662","25","638"
"P4N","P17289","2026-01-26","11806","10887","3013","31","919","33","888"
"P4N","P17296","2026-01-26","6052","5627","1313","15","425","14","412"
"P4N","P14515","2026-01-25","21412","19165","6653","59","2247","72","2179"
"P4N","P17557","2026-01-26","11465","10633","3136","33","832","21","817"
"P4N","P74007","2026-01-24","9984","9188","5172","27","796","18","782"
"P4N","P66893","2026-01-25","9167","8548","1907","14","619","23","599"
"P4N","P17337","2026-01-25","13117","11856","3751","29","1261","48","1224"
"P4N","P37365","2026-01-26","15634","14121","4373","36","1513","42","1479"
"P4N","P27276","2026-01-25","15027","13775","4115","32","1252","27","1235"
"P4N","P17306","2026-01-26","8516","8005","1906","18","511","13","501"
